TEMPLATE_ID,FILE_NAME,FRAME,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y
3010,Kaye_Young/Kaye_Young_0001.jpg,,100.122,114.897,150.428,116.077,123.91,136.327
3012,Keiko_Sofia_Fujimori/Keiko_Sofia_Fujimori_0001.jpg,,105.5,110.544,147.245,114.389,123.661,140.954
3014,Keith_Bishop_Jr/Keith_Bishop_Jr_0001.jpg,,100.707,116.945,135.966,113.844,113.713,145.372
3016,Keith_Brown/Keith_Brown_0001.jpg,,222.012,11.7623,241.609,10.2535,231.33,23.5194
3017,Keith_Fotta/Keith_Fotta_0001.jpg,,100.819,117.099,145.812,115.121,126.716,149.527
3018,Keith_Foulke/Keith_Foulke_0001.jpg,,99.027,111.127,148.716,111.715,125.211,141.779
3019,Keith_Lockhart/Keith_Lockhart_0001.jpg,,104.273,120.094,146.563,108.689,128.619,140.739
3020,Keith_Lowen/Keith_Lowen_0001.jpg,,105.698,113.509,147.524,113.455,122.246,149.662
3022,Keith_Osik/Keith_Osik_0001.jpg,,105.596,110.829,140.147,111.235,128.219,134.45
3023,Keith_Rodriguez/Keith_Rodriguez_0001.jpg,,107.826,109.557,144.602,121.225,119.664,136.468
3024,Keith_Snyder/Keith_Snyder_0001.jpg,,107.739,114.886,146.61,115.89,130.126,144.388
3026,Keith_Urban/Keith_Urban_0001.jpg,,101.891,115.598,145.884,111.625,126.234,144.382
3027,Keith_Van_Horn/Keith_Van_Horn_0001.jpg,,104.554,113.053,150.909,116.652,125.495,142.813
3028,Keizo_Yamada/Keizo_Yamada_0001.jpg,,100.043,114.741,146.808,111.23,126.387,144.052
3030,Kellie_Coffey/Kellie_Coffey_0001.jpg,,99.9221,109.067,145.332,109.429,119.551,139.45
3033,Kelly_Leigh/Kelly_Leigh_0001.jpg,,102.24,111.959,144.443,116.738,120.187,136.175
3034,Kelly_Osbourne/Kelly_Osbourne_0001.jpg,,97.4312,116.081,141.221,111.631,125.79,140.798
3036,Kelly_Santos/Kelly_Santos_0001.jpg,,102.426,116.957,146.27,112.495,128.991,139.806
3040,Ken_Balk/Ken_Balk_0001.jpg,,104.72,111.742,148.265,115.62,126.382,138.555
3041,Ken_Dorsey/Ken_Dorsey_0001.jpg,,101.051,116.15,144.54,112.783,130.927,146.244
3042,Ken_Kutaragi/Ken_Kutaragi_0001.jpg,,108.587,110.63,145.61,115.248,131.764,141.988
3043,Ken_Loach/Ken_Loach_0001.jpg,,105.048,113.072,146.511,113.67,128.203,140.474
3046,Ken_Wharfe/Ken_Wharfe_0001.jpg,,103.229,116.786,145.993,111.861,125.959,143.052
3050,Kenneth_Brill/Kenneth_Brill_0001.jpg,,105.746,112.07,147.889,115.793,125.565,143.466
3052,Kenneth_Cooper/Kenneth_Cooper_0001.jpg,,104.446,114.586,142.862,117.612,115.917,151.696
3053,Kenneth_Dam/Kenneth_Dam_0001.jpg,,102.667,116.465,145.929,112.29,118.544,149.774
3056,Kenny_Brack/Kenny_Brack_0001.jpg,,109.037,109.437,143.439,111.958,126.749,132.129
3057,Kenny_Chesney/Kenny_Chesney_0001.jpg,,104.047,110.99,149.784,112.242,127.179,140.842
3058,Kent_McCord/Kent_McCord_0001.jpg,,105.653,116.21,144.867,112.117,127.26,138.324
3059,Kent_Robinson/Kent_Robinson_0001.jpg,,106.375,111.948,148.527,114.837,126.804,138.673
3063,Kevin_Crane/Kevin_Crane_0001.jpg,,105.555,112.165,145.641,119.429,126.383,142.593
3064,Kevin_Garnett/Kevin_Garnett_0001.jpg,,104.608,114.347,146.855,114.361,125.746,145.03
3065,Kevin_Gil/Kevin_Gil_0001.jpg,,109.888,114.408,146.676,111.117,124.317,145.308
3066,Kevin_Harvick/Kevin_Harvick_0001.jpg,,103.385,116.736,140.87,113.381,125.077,140.708
3067,Kevin_Hearn/Kevin_Hearn_0001.jpg,,97.4159,115.812,144.913,117.21,130.165,151.458
3068,Kevin_James/Kevin_James_0001.jpg,,101.401,119.598,145.921,114.237,128.297,147.458
3070,Kevin_Marshall/Kevin_Marshall_0001.jpg,,104.917,110.931,147.646,112.559,122.281,144.869
3071,Kevin_Millwood/Kevin_Millwood_0001.jpg,,102.341,115.253,144.885,111.584,125.953,138.523
3072,Kevin_Nealon/Kevin_Nealon_0001.jpg,,106.342,118.684,143.376,110.381,130.939,144.048
3074,Kevin_Sorbo/Kevin_Sorbo_0001.jpg,,101.003,112.83,147.844,116.134,127.621,147.698
3078,Khader_Rashid_Rahim/Khader_Rashid_Rahim_0001.jpg,,109.181,114.993,144.803,112.685,125.528,143.175
3079,Khaled_Sawalhi/Khaled_Sawalhi_0001.jpg,,106.796,112.95,144.223,115.76,129.534,143.088
3080,Khalid_Khannouchi/Khalid_Khannouchi_0001.jpg,,104.858,116.894,145.316,117.926,122.562,148.034
3081,Khalid_Qazi/Khalid_Qazi_0001.jpg,,96.158,117.502,143.839,107.504,127.929,146.761
3082,Khatol_Mohammad_Zai/Khatol_Mohammad_Zai_0001.jpg,,101.845,117.692,142.518,107.773,129.624,144.192
3083,Khin_Nyunt/Khin_Nyunt_0001.jpg,,102.282,117.843,143.478,108.989,121.052,143.984
3084,Khum_Bahadur_Khadka/Khum_Bahadur_Khadka_0001.jpg,,102.997,112.019,149.877,119.657,121.537,146.204
3090,Kim_Chinn/Kim_Chinn_0001.jpg,,107.027,109.894,145.287,114.544,111.822,141.141
3093,Kim_Dong-hwa/Kim_Dong-hwa_0001.jpg,,103.827,116.96,141.288,113.321,130.24,142.956
3094,Kim_Dong-tae/Kim_Dong-tae_0001.jpg,,106.157,113.763,146.598,116.021,125.914,148.157
3096,Kim_Hong-gul/Kim_Hong-gul_0001.jpg,,103.925,110.797,146.245,112.13,124.326,138.218
3097,Kim_Hong-up/Kim_Hong-up_0001.jpg,,102.577,118.983,146.114,114.761,126.598,145.402
3101,Kim_Su_Nam/Kim_Su_Nam_0001.jpg,,105.288,118.614,146.214,114.589,124.611,140.389
3102,Kim_Weeks/Kim_Weeks_0001.jpg,,105.242,113.101,148.724,117.231,127.86,143.915
3104,Kim_Yun-kyu/Kim_Yun-kyu_0001.jpg,,108.79,115.941,145.248,115.985,126.278,141.529
3105,Kimberly_Bruckner/Kimberly_Bruckner_0001.jpg,,103.86,114.016,142.128,114.039,121.619,144.351
3106,Kimberly_Stewart/Kimberly_Stewart_0001.jpg,,106.55,112.385,145.171,116.559,124.865,138.056
3108,Kimora_Lee/Kimora_Lee_0001.jpg,,100.211,118.718,138.303,108.317,118.936,142.913
3110,King_Bhumibol_Adulyadej/King_Bhumibol_Adulyadej_0001.jpg,,104.173,117.118,146.171,113.34,127.516,145.501
3111,King_Gyanendra/King_Gyanendra_0001.jpg,,138.158,111.731,168.405,116.624,153.843,140.85
3112,Kirby_Puckett/Kirby_Puckett_0001.jpg,,104.664,110.067,153.389,108.648,126.128,135.472
3113,Kirk_Doerger/Kirk_Doerger_0001.jpg,,108.397,116.771,145.707,108.051,128.792,143.462
3114,Kirk_Douglas/Kirk_Douglas_0001.jpg,,105.038,115.653,147.869,117.131,126.183,144.805
3116,Kirk_Franklin/Kirk_Franklin_0001.jpg,,99.1242,121.141,142.553,110.624,126.497,137.093
3118,Kirsten_Clark/Kirsten_Clark_0001.jpg,,102.204,111.652,152.852,107.546,131.189,138.935
3120,Kirsten_Gilham/Kirsten_Gilham_0001.jpg,,104.426,111.82,149.424,112.894,126.656,143.971
3122,Kitin_Munoz/Kitin_Munoz_0001.jpg,,103.447,113.072,147.269,116.844,123.582,144.265
3124,Klaus_Schwab/Klaus_Schwab_0001.jpg,,102.861,117.145,140.467,125.856,119.872,139.271
3128,Koichi_Haraguchi/Koichi_Haraguchi_0001.jpg,,110.993,119.15,144.031,119.142,129.737,147.301
3129,Koichi_Tanaka/Koichi_Tanaka_0001.jpg,,103.396,120.084,141.974,112.712,120.798,149.907
3130,Koichiro_Matsuura/Koichiro_Matsuura_0001.jpg,,105.334,118.541,138.393,112.44,124.071,138.22
3131,Koji_Uehara/Koji_Uehara_0001.jpg,,104.208,117.747,142.295,117.747,122.436,145.168
3132,Kong_Quan/Kong_Quan_0001.jpg,,108.389,115.806,145.466,115.205,128.099,140.805
3138,Kristen_Rivera/Kristen_Rivera_0001.jpg,,103.607,114.95,148.854,114.399,125.776,141.049
3142,Kristin_Scott_Thomas/Kristin_Scott_Thomas_0001.jpg,,100.316,111.026,146.459,109.487,125.07,137.189
3144,Kultida_Woods/Kultida_Woods_0001.jpg,,102.558,117.18,157.681,111.52,125.992,134.082
3145,Kurt_Budke/Kurt_Budke_0001.jpg,,105.54,117.706,145.422,118.62,121.644,141.818
3147,Kurt_Hellstrom/Kurt_Hellstrom_0001.jpg,,105.565,120.144,144.861,109.507,130.586,137.136
3150,Kurt_Suzuki/Kurt_Suzuki_0001.jpg,,106.882,116.172,142.547,113.629,126.504,137.098
3151,Kurt_Tanabe/Kurt_Tanabe_0001.jpg,,103.77,110.224,149.474,109.739,124.151,141.226
3152,Kurt_Thomas/Kurt_Thomas_0001.jpg,,114.418,117.197,145.648,110.627,126.373,141.378
3154,Kwame_Kilpatrick/Kwame_Kilpatrick_0001.jpg,,105.264,119.625,145.531,115.456,126.045,140.338
3157,Kwon_Young-gil/Kwon_Young-gil_0001.jpg,,104.794,113.885,146.223,113.554,128.241,138.817
3158,Kyle_McLaren/Kyle_McLaren_0001.jpg,,103.94,113.718,146.433,114.995,122.529,140.762
3160,Kyoko_Nakayama/Kyoko_Nakayama_0001.jpg,,104.804,110.895,146.882,117.544,121.707,141.548
3162,Lachlan_Murdoch/Lachlan_Murdoch_0001.jpg,,104.157,115.714,145.746,113.474,126.618,140.698
3167,Landon_Donovan/Landon_Donovan_0001.jpg,,101.793,113.43,142.647,114.386,123.662,139.805
3168,Lane_Bryant/Lane_Bryant_0001.jpg,,105.08,109.7,149.692,114.9,125.664,137.5
3169,Lane_Odom/Lane_Odom_0001.jpg,,103.633,114.214,146.822,112.202,129.514,141.165
3172,Larry_Anderson/Larry_Anderson_0001.jpg,,102.107,118.123,151.476,112.104,121.467,154.112
3173,Larry_Beinfest/Larry_Beinfest_0001.jpg,,103.634,120.541,145.394,112.981,129.607,142.055
3176,Larry_Campbell/Larry_Campbell_0001.jpg,,102.696,113.504,143.505,108.604,125.328,137.293
3182,Larry_Greene/Larry_Greene_0001.jpg,,102.55,114.836,147.265,112.205,126.976,143.901
3184,Larry_Hahn/Larry_Hahn_0001.jpg,,103.463,113.186,146.717,117.882,121.606,134.67
3185,Larry_Harris/Larry_Harris_0001.jpg,,103.64,113.518,143.728,112.056,134.017,144.996
3191,Larry_Ralston/Larry_Ralston_0001.jpg,,104.451,109.76,145.855,116.14,129.344,146.814
3192,Larry_Tanenbaum/Larry_Tanenbaum_0001.jpg,,105.66,120.013,145.311,114.716,129.43,142.543
3193,Larry_Templeton/Larry_Templeton_0001.jpg,,104.585,118.364,147.165,113.069,125.029,141.29
3196,Lars_Burgsmuller/Lars_Burgsmuller_0001.jpg,,106.657,110.068,149.148,114.631,131.042,146.798
3198,Laszlo_Kovacs/Laszlo_Kovacs_0001.jpg,,104.06,112.626,148.066,117.369,126.103,153.976
3204,Laura_Gobai/Laura_Gobai_0001.jpg,,104.381,120.742,145.222,115.871,125.174,146.326
3208,Laura_Morante/Laura_Morante_0001.jpg,,106.468,110.741,146.375,115.757,115.767,142.12
3213,Laurel_Clark/Laurel_Clark_0001.jpg,,97.5665,116.164,144.865,110.219,133.554,148.793
3221,Laurie_Chan/Laurie_Chan_0001.jpg,,103.32,114.842,148.318,113.088,114.359,149.649
3222,Laurie_Hobbs/Laurie_Hobbs_0001.jpg,,105.262,115.46,143.124,114.789,131.746,142.872
3224,Laurie_Pirtle/Laurie_Pirtle_0001.jpg,,104.318,112.804,146.945,116.016,125.194,137.196
3225,Lawrence_Di_Rita/Lawrence_Di_Rita_0001.jpg,,100.358,112.795,146.857,112.948,124.726,140.813
3226,Lawrence_Foley/Lawrence_Foley_0001.jpg,,104.193,111.919,147.178,110.019,128.235,140.846
3228,Lawrence_Roberts/Lawrence_Roberts_0001.jpg,,103.481,118.992,145.068,112.1,121.207,140.333
3229,Lawrence_Vito/Lawrence_Vito_0001.jpg,,106.604,120.461,145.918,110.446,129.29,145.12
3230,Lazaro_Castro/Lazaro_Castro_0001.jpg,,103.079,116.799,147.696,116.913,129.195,138.5
3235,Leandro_Andrade/Leandro_Andrade_0001.jpg,,103.762,111.268,152.751,113.058,127.978,136.163
3236,Leandro_Garcia/Leandro_Garcia_0001.jpg,,103.668,115.628,142.715,115.172,128.963,144.34
3240,Lee_Ann_Knight/Lee_Ann_Knight_0001.jpg,,108.032,110.869,149.844,114.941,124.98,137.581
3241,Lee_Ann_Terlaji/Lee_Ann_Terlaji_0001.jpg,,110.823,114.761,145.246,114.896,122.187,140.011
3247,Lee_Hong-ki/Lee_Hong-ki_0001.jpg,,100.378,115.045,143.546,114.476,122.355,144.938
3248,Lee_Hyung-taik/Lee_Hyung-taik_0001.jpg,,105.288,107.094,137.332,119.876,124.753,141.104
3250,Lee_Nam-shin/Lee_Nam-shin_0001.jpg,,104.824,114.165,144.697,112.272,127.182,140.375
3253,Lee_Yeo-jin/Lee_Yeo-jin_0001.jpg,,103.346,111.515,147.625,122.79,118.653,149.303
3254,Lee_Yuan-tseh/Lee_Yuan-tseh_0001.jpg,,105.005,117.389,147.003,112.492,126.863,144.012
3255,Leigh_Winchell/Leigh_Winchell_0001.jpg,,105.472,116.997,145.859,114.14,119.387,156.65
3256,Leisel_Jones/Leisel_Jones_0001.jpg,,105.915,112.352,147.683,115.244,124.462,139.857
3259,Lemuel_Montulo/Lemuel_Montulo_0001.jpg,,105.979,113.102,147.308,116.742,128.193,146.512
3264,Leni_Bjorklund/Leni_Bjorklund_0001.jpg,,107.195,111.745,152.267,116.784,124.009,144.99
3269,Leo_Mullin/Leo_Mullin_0001.jpg,,104.886,114.176,145.927,113.062,128.139,145.789
3271,Leon_Barmore/Leon_Barmore_0001.jpg,,103.591,117.11,145.035,109.294,129.488,137.423
3274,Leon_Silver/Leon_Silver_0001.jpg,,106.841,114.093,146.144,113.115,122.338,146.152
3275,Leonard_Glick/Leonard_Glick_0001.jpg,,103.312,111.74,146.537,114.7,123.497,146.51
3277,Leonard_Schrank/Leonard_Schrank_0001.jpg,,104.169,116.545,147.805,111.737,126.573,141.453
3278,Leonardo_Del_Vecchio/Leonardo_Del_Vecchio_0001.jpg,,108.503,120.25,147.47,118.955,126.51,144.452
3280,Leonardo_Fernandez/Leonardo_Fernandez_0001.jpg,,103.671,113.183,143.879,114.067,122.975,140.288
3282,LeRoy_Millette_Jr/LeRoy_Millette_Jr_0001.jpg,,104.917,111.991,144.561,114.861,127.111,139.839
3284,Lesley_Coppin/Lesley_Coppin_0001.jpg,,121.462,110.444,162.771,118.849,141.256,142.339
3285,Lesley_Flood/Lesley_Flood_0001.jpg,,107.266,115.781,150.744,115.938,126.326,142.885
3290,Leslie_Wiser_Jr/Leslie_Wiser_Jr_0001.jpg,,104.851,114.193,145.198,111.401,127.396,140.683
3301,Li_Ruihuan/Li_Ruihuan_0001.jpg,,102.401,117.653,140.658,115.375,121.402,142.261
3305,Lidija_Djukanovic/Lidija_Djukanovic_0001.jpg,,105.187,111.458,144.703,124.826,121.658,146.061
3306,Lili_Marinho/Lili_Marinho_0001.jpg,,100.839,117.24,141.168,113.805,122.888,140.843
3308,Liliana_Cavani/Liliana_Cavani_0001.jpg,,100.554,116.326,148.469,116.341,129.778,139.967
3309,Lily_Safra/Lily_Safra_0001.jpg,,106.021,112.114,147.735,118.697,122.634,141.882
3317,Linda_Amicangioli/Linda_Amicangioli_0001.jpg,,102.334,114.149,146.542,112.148,130.931,144.289
3318,Linda_Baboolal/Linda_Baboolal_0001.jpg,,104.978,113.772,143.294,116.277,117.527,144.919
3321,Linda_Ham/Linda_Ham_0001.jpg,,98.8309,117.655,145.763,108.846,124.741,138.611
3327,Lindsay_Lohan/Lindsay_Lohan_0001.jpg,,12.5819,80.2735,53.5596,77.5746,28.5787,111.816
3330,Linn_Thornton/Linn_Thornton_0001.jpg,,106.853,110.647,146.333,115.883,123.803,141.661
3334,Lionel_Hampton/Lionel_Hampton_0001.jpg,,101.898,115.782,145.557,115.719,123.247,140.712
3336,Lisa_Girman/Lisa_Girman_0001.jpg,,107.522,114.503,153.013,115.913,129.527,144.614
3344,Lisa_Stone/Lisa_Stone_0001.jpg,,109.047,113.499,153.317,112.209,124.348,137.653
3352,Lloyd_Mudiwa/Lloyd_Mudiwa_0001.jpg,,105.56,114.93,146.839,117.058,121.036,140.661
3353,Lloyd_Novick/Lloyd_Novick_0001.jpg,,99.0027,116.699,142.611,107.595,127.336,138.981
3354,Lloyd_Richards/Lloyd_Richards_0001.jpg,,99.2525,111.012,142.973,115.692,119.991,141.151
3356,Lois_Smart/Lois_Smart_0001.jpg,,105.821,123.095,143.707,107.658,131.952,139.769
3359,Lonnie_Donegan/Lonnie_Donegan_0001.jpg,,101.324,113.51,142.048,113.978,120.833,142.06
3360,Lope_Mendoza/Lope_Mendoza_0001.jpg,,104.51,114.857,142.95,114.447,124.334,142.974
3363,Lori_Berenson/Lori_Berenson_0001.jpg,,103.1,118.669,146.348,111.666,127.858,141.28
3364,Lorne_Michaels/Lorne_Michaels_0001.jpg,,102.15,117.963,146.657,117.992,124.955,146.968
3366,Lorraine_Fenton/Lorraine_Fenton_0001.jpg,,107.928,113.468,149.203,113.278,123.109,142.909
3369,Lou_Reed/Lou_Reed_0001.jpg,,106.222,118.953,146.633,111.704,130.307,142.355
3370,Lou_Ye/Lou_Ye_0001.jpg,,103.316,118.274,147.072,118.314,127.008,144.159
3376,Lucas_Wysocki/Lucas_Wysocki_0001.jpg,,103.366,115.725,142.728,108.115,115.048,139.469
3378,Luciano_Bovicelli/Luciano_Bovicelli_0001.jpg,,104.773,115.065,147.237,111.278,127.761,143.494
3380,Lucie_Lapovsky/Lucie_Lapovsky_0001.jpg,,109.167,115.292,150.71,118.089,129.285,141.844
3381,Lucio_Angulo/Lucio_Angulo_0001.jpg,,101.607,113.012,155.712,113.567,126.436,149.719
3382,Lucio_Cecchinello/Lucio_Cecchinello_0001.jpg,,101.925,118.361,150.03,112.015,129.596,149.112
3385,Lucrecia_Orozco/Lucrecia_Orozco_0001.jpg,,101.664,114.89,147.867,114.106,125.614,145.455
3389,Luis_Berrondo/Luis_Berrondo_0001.jpg,,107.461,110.473,144.031,111.966,117.28,139.597
3393,Luis_Gonzalez/Luis_Gonzalez_0001.jpg,,107.381,115.922,141.315,118.57,124.06,142.411
3397,Luis_Pujols/Luis_Pujols_0001.jpg,,,,,,,
3398,Luis_Rosario_Huertas/Luis_Rosario_Huertas_0001.jpg,,101.741,111.591,147.18,110.589,131.051,143.863
3399,Luis_Sanchez/Luis_Sanchez_0001.jpg,,102.716,115.531,143.875,115.502,124.918,138.076
3402,Luke_Ridnour/Luke_Ridnour_0001.jpg,,104.124,118.892,146.107,109.897,137.573,143.268
3403,Luke_Smith/Luke_Smith_0001.jpg,,107.167,109.323,150.98,120.484,131.298,140.636
3405,Luo_Linquan/Luo_Linquan_0001.jpg,,102.591,120.128,139.957,114.482,119.491,146.968
3406,Luther_Htu/Luther_Htu_0001.jpg,,104.517,119.599,145.538,112.609,126.907,142.014
3407,Lutz_Freitag/Lutz_Freitag_0001.jpg,,105.087,115.59,144.176,109.427,126.378,135.892
3414,Lynne_Slepian/Lynne_Slepian_0001.jpg,,106.371,113.486,149.302,117.908,125.867,145.322
3416,Lyudmila_Putin/Lyudmila_Putin_0001.jpg,,110.597,115.7,147.993,108.644,138.998,142.447
3419,Madeleine_Webber/Madeleine_Webber_0001.jpg,,106.677,110.19,148.894,116.981,122.585,136.471
3420,Madge_Overhouse/Madge_Overhouse_0001.jpg,,97.3294,114.2,145.923,112.576,123.359,144.716
3423,Magda_Kertasz/Magda_Kertasz_0001.jpg,,104.704,122.147,145.132,111.61,130.217,139.319
3428,Maha_Habib/Maha_Habib_0001.jpg,,101.738,114.698,148.994,114.479,125.452,143.486
3430,Mahdi_Al_Bassam/Mahdi_Al_Bassam_0001.jpg,,108.431,113.628,144.53,111.418,122.153,141.164
3431,Mahendra_Chaudhry/Mahendra_Chaudhry_0001.jpg,,104.343,116.289,146.409,111.303,128.886,139.582
3435,Mahmoud_Diyab_al-Ahmed/Mahmoud_Diyab_al-Ahmed_0001.jpg,,97.3158,114.24,145.234,110.683,131.831,143.225
3437,Makiko_Tanaka/Makiko_Tanaka_0001.jpg,,105.815,115.706,144.645,112.089,131.131,143.482
3438,Makiya_Ali_Hassan/Makiya_Ali_Hassan_0001.jpg,,108.098,114.293,149.171,112.184,124.664,141.196
3439,Malak_Habbak/Malak_Habbak_0001.jpg,,105.509,113.103,148.048,114.494,116.772,145.444
3440,Malcolm_Glazer/Malcolm_Glazer_0001.jpg,,105.229,119.189,144.172,114.487,127.284,142.117
3442,Malcolm_Wild/Malcolm_Wild_0001.jpg,,106.653,118.569,142.007,122.139,123.534,140.981
3443,Malik_Mahmud/Malik_Mahmud_0001.jpg,,105.782,114.361,147.532,111.201,127.373,140.675
3444,Mamdouh_Habib/Mamdouh_Habib_0001.jpg,,104.024,118.635,144.858,116.993,123.284,150.489
3445,Manfred_Reyes_Villa/Manfred_Reyes_Villa_0001.jpg,,102.197,114.764,139.929,113.73,127.79,147.924
3448,Manuel_Gehring/Manuel_Gehring_0001.jpg,,99.5106,115.6,146.372,114.53,122.912,140.749
3449,Manuel_Jesus/Manuel_Jesus_0001.jpg,,106.959,114.167,146.434,110.659,133.311,144.199
3454,Manuela_Montebrun/Manuela_Montebrun_0001.jpg,,104.336,114.291,144.747,112.229,120.36,140.987
3455,Mara_Georges/Mara_Georges_0001.jpg,,102.006,113.521,145.214,107.879,128.88,138.457
3460,Marc_Gold/Marc_Gold_0001.jpg,,104.319,118.973,142.555,105.709,131.672,137.774
3462,Marc_Leger/Marc_Leger_0001.jpg,,105.649,111.962,145.64,112.189,125.109,135.967
3466,Marcelo_Bielsa/Marcelo_Bielsa_0001.jpg,,105.066,112.475,145.392,113.068,124.101,137.149
3470,Marcio_de_Souza/Marcio_de_Souza_0001.jpg,,105.119,114.691,153.611,115.691,124.03,138.053
3472,Marco_Archer_Cardoso_Moreira/Marco_Archer_Cardoso_Moreira_0001.jpg,,105.872,111.81,149.731,113.171,128.213,142.789
3473,Marco_Irizarry/Marco_Irizarry_0001.jpg,,106.388,116.908,148.194,114.364,128.165,146.564
3474,Marco_Pantani/Marco_Pantani_0001.jpg,,104.815,115.552,146.826,110.982,127.598,142.12
3475,Marcos_Cafu/Marcos_Cafu_0001.jpg,,105.843,111.401,148.28,114.64,129.969,144.103
3476,Marcos_Daniel_Jimenez/Marcos_Daniel_Jimenez_0001.jpg,,110.699,116.877,145.765,110.741,133.807,137.195
3478,Marcus_Allen/Marcus_Allen_0001.jpg,,109.072,111.906,150.312,118.806,119.217,142.337
3479,Marcus_Garrettson/Marcus_Garrettson_0001.jpg,,103.663,116.743,146.462,120.195,122.758,138.734
3481,Margaret_Caruso/Margaret_Caruso_0001.jpg,,,,,,,
3482,Margaret_Hasley/Margaret_Hasley_0001.jpg,,103.577,112.41,145.865,114.511,120.898,149.908
3483,Margaret_Hoelzer/Margaret_Hoelzer_0001.jpg,,108.719,115.125,146.36,114.6,123.858,144.461
3484,Margaret_Okayo/Margaret_Okayo_0001.jpg,,105.662,117.353,148.383,115.01,122.713,146.919
3486,Margerry_Bakley/Margerry_Bakley_0001.jpg,,101.831,120.028,149.231,117.875,127.757,147.713
3487,Margie_Puente/Margie_Puente_0001.jpg,,103.895,113.515,148.497,115.402,121.775,141.239
3489,Maria_Burks/Maria_Burks_0001.jpg,,107.454,115.58,151.677,113.864,129.773,140.306
3491,Maria_Conchita_Alonso/Maria_Conchita_Alonso_0001.jpg,,106.553,110.988,145.696,114.123,118.744,143.505
3492,Maria_Garcia/Maria_Garcia_0001.jpg,,100.906,113.025,145.123,114.626,124.419,142.663
3495,Maria_Sanchez_Lorenzo/Maria_Sanchez_Lorenzo_0001.jpg,,103.088,113.967,141.23,112.43,124.321,142.665
3496,Maria_Shkolnikova/Maria_Shkolnikova_0001.jpg,,106.138,115.595,147.238,113.985,123.404,144.831
3498,Maria_Simon/Maria_Simon_0001.jpg,,105.696,113.324,149.191,118.774,123.548,142.382
3502,Mariam_Ali_Hassan/Mariam_Ali_Hassan_0001.jpg,,100.07,109.659,145.886,112.883,120.282,138.762
3503,Marian_Dolan/Marian_Dolan_0001.jpg,,100.965,114.762,144.747,117.599,124.073,145.596
3504,Mariana_Gonzalez/Mariana_Gonzalez_0001.jpg,,102.754,113.079,143.751,117.434,128.948,134.806
3508,Marianne_Stanley/Marianne_Stanley_0001.jpg,,103.284,115.239,154.145,110.156,120.846,145.379
3509,Mariano_Zabaleta/Mariano_Zabaleta_0001.jpg,,101.679,112.618,143.042,112.54,122.661,138.987
3510,Maribel_Dominguez/Maribel_Dominguez_0001.jpg,,102.628,112.36,148.671,117.476,123.977,144.909
3513,Marie_Haghal/Marie_Haghal_0001.jpg,,,,,,,
3517,Marina_Canetti/Marina_Canetti_0001.jpg,,102.794,117.217,145.048,113.117,127.23,145.2
3518,Marina_Hands/Marina_Hands_0001.jpg,,103.165,112.904,145.896,114.186,123.684,140.606
3519,Marina_Kuptsova/Marina_Kuptsova_0001.jpg,,103.602,112.583,149.075,114.508,123.642,139.32
3521,Mario_Alfaro-Lopez/Mario_Alfaro-Lopez_0001.jpg,,,,,,,
3522,Mario_Austin/Mario_Austin_0001.jpg,,101.423,117.776,151.232,114.642,123.764,148.871
3524,Mario_Dominguez/Mario_Dominguez_0001.jpg,,107.341,115.821,146.733,114.92,135.102,146.314
3529,Mario_Lemieux/Mario_Lemieux_0001.jpg,,104.216,112.334,148.374,114.436,128.148,152.577
3531,Mario_Puzo/Mario_Puzo_0001.jpg,,106.705,111.666,145.753,114.094,129.814,139.854
3534,Marion_Fahnestock/Marion_Fahnestock_0001.jpg,,103.362,115.795,143.154,110.131,125.731,134.939
3536,Marisol_Breton/Marisol_Breton_0001.jpg,,103.58,112.899,147.671,115.328,124.38,140.056
3537,Marisol_Martinez_Sambran/Marisol_Martinez_Sambran_0001.jpg,,101.761,112.326,144.005,118.305,117.965,147.892
3539,Maritza_Macias_Furano/Maritza_Macias_Furano_0001.jpg,,106.179,118.607,145.519,116.037,126.044,141.516
3540,Mark_Andrew/Mark_Andrew_0001.jpg,,103.639,113.402,145.475,113.694,121.413,142.274
3541,Mark_Bellhorn/Mark_Bellhorn_0001.jpg,,105.883,109.516,149.445,108.708,125.895,135.799
3542,Mark_Broxmeyer/Mark_Broxmeyer_0001.jpg,,106.273,114.331,144.646,113.977,131.449,144.005
3543,Mark_Butcher/Mark_Butcher_0001.jpg,,103.746,117.203,143.724,108.8,128.577,138.823
3546,Mark_Everson/Mark_Everson_0001.jpg,,103.747,117.304,143.601,111.685,123.502,148.372
3548,Mark_Gangloff/Mark_Gangloff_0001.jpg,,109.467,110.038,144.927,113.581,128.934,141.168
3554,Mark_Hogan/Mark_Hogan_0001.jpg,,102.161,114.576,145.746,114.672,126.631,142.68
3557,Mark_Komara/Mark_Komara_0001.jpg,,95.8314,118.02,148.83,117.347,122.292,146.555
3558,Mark_Lazarus/Mark_Lazarus_0001.jpg,,106.308,117.97,147.184,109.482,124.943,140.034
3560,Mark_Mariscal/Mark_Mariscal_0001.jpg,,100.291,118.406,144.13,113.911,123.085,142.105
3561,Mark_Martin/Mark_Martin_0001.jpg,,100.677,107.61,149.547,110.392,124.197,141.184
